Número do Documento;Nome da conta;Tipo;Grupo Econômico: Grupo Econômico;RET;Data de Inclusão;Marca;Representante;Situação;Setor;País de entrega;ICMS;Limite de Crédito Moeda;Limite de Crédito;Ramo de Atividade;Segmento;Situação Financeira;Código Externo
09.092.519/0001-11;IMPERIALE COMERCIO DE TECIDOS LTDA;Cliente MI;TRUST;0;18/08/2015;IMPERIALE COMERCIO DE TECIDOS LTDA;DOUBLE ONE REPRESENTAÇÃO COMERCIAL LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C4511
04.048.649/0001-33;ARTESAO DO BRILHO IN CONF ART AVIAM;Cliente MI;CACULA;0;30/07/2014;CACULA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;;;Liberado;C11890
34.231.142/0024-78;SAINT CLAIR M EXP IMP SA;Cliente MI;ELLE ET LUI;0;11/08/2017;ELLE ET LUI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Masculino;Liberado;C27329
22.753.139/0001-49;VORN COM E CONF DE VESTUARIO LTDA;Cliente MI;VORN;0;07/10/2019;VORN;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;35000;;;Liberado;C18459
31.963.935/0001-05;NICO COM ARTIGOS VESTUARIO EIRELI;Cliente MI;ELLE ET LUI;0;12/02/2020;ELLE ET LUI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C18702
35.058.030/0001-33;MILFIOS COMERCIO DE TECIDOS LTDA;Cliente MI;CATEX;0;27/01/2020;CATEX;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;20000;Varejo;Revenda de Tecido;Liberado;C18616
33.540.014/0001-57;UNIVER DO EST DO RIO DE JANEIRO;Cliente MI;UERJ;0;22/04/2020;UERJ;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C18818
10.461.637/0001-39;DI FRANCHESCO CONFEC DE ROUPAS LTDA;Cliente MI;DI FRANCHESCO;0;26/02/2016;DI FRANCHESCO;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C14388
04.086.957/0001-53;AVNNER COM E IMP EIRELI EPP;Cliente MI;ELLE ET LUI;0;13/02/2020;ELLE ET LUI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;;BRASIL;12;BRL;20000;;;Liberado;C18706
04.086.957/0004-04;AVNER COMERCIO IMPORTACAO EIRELI;Cliente MI;SAINT CLAIR MODAS EXP. E IMP. S/A.;0;13/02/2020;ELLE LUI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C18709
31.008.882/0001-65;BAZAR DO RIO MODAS E ESPORTES LTDA;Cliente MI;FAROS;0;11/09/2020;BAZAR DO RIO;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;;BRASIL;12;BRL;15000;;;Liberado;C19127
08.440.531/0001-07;PZSEKS CONF E COM DE ROUPAS LTDA;Cliente MI;UPIÁ;0;27/01/2021;UPIA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Varejo;BRASIL;12;BRL;20000;Magazine;Magazine;Liberado;C19418
27.259.704/0001-30;CASAS FRANKLIN TECIDOS LTDA;Cliente MI;CASAS FRANKLIN;0;15/09/2015;CASAS FRANKLIN;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;7;BRL;20000;;;Liberado;C7368
40.112.746/0001-01;VULPE COMERCIO DE ARTIGOS ESPORTIVOS;Cliente MI;CATEX;0;14/04/2021;VULPE;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Magazine;Magazine;Liberado;C19656
32.968.654/0001-08;ROMCOB ASSESSORIA A EMPRESA LTDA;Cliente MI;ROMULO CARRULO;0;30/06/2021;THONON;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C19940
19.697.253/0001-94;H DE ELEN S C DE ROUPAS;Cliente MI;VESTFOOD 1102 CONFECÇOES;0;06/08/2021;H DE ELEN;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C20140
42.235.409/0001-37;ALINE ROCHA CONF COM VEST LTDA;Cliente MI;ALINE ROCHA;0;04/08/2021;ALINE ROCHA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Vestuário;BRASIL;12;BRL;5000;Confecção PL;Feminino;Liberado;C20135
16.902.851/0002-40;FAROS IND COM DE ROUPAS TECIDOS LTDA;Cliente MI;FAROS;0;28/01/2022;FAROS IND COM DE ROUPAS TECIDOS LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;18;BRL;50000;;;Liberado;C20765
33.518.129/0001-45;GAUDI COM DE ROUPAS LTDA;Cliente MI;BORELLI;0;07/02/2022;BORELLI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;30000;;;Liberado;C20795
06.328.612/0002-75;W GEAR IND E COM DE ROUPAS LTDA;Cliente MI;W GEAR IND E COM DE ROUPAS LTDA;0;06/04/2022;CYCLONE;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C21007
45.106.279/0001-20;TIBA BOX LTDA;Cliente MI;ELLE ET LUI;0;01/06/2022;ELLE ET LUI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;;BRASIL;12;BRL;10000;;;Liberado;C21202
34.127.814/0001-03;MARG IND E COM DE MODAS EIRELI;Cliente MI;ARGALJI;0;30/05/2022;ARGALJI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C21192
34.580.883/0001-78;KEILLY C CERQUEIRA DO AMARAL;Cliente MI;K&A FASHION;0;23/09/2022;K&A FASHION;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C21667
18.776.437/0001-87;ZABE DESIGN LTDA;Cliente MI;ISABELA CAPETO;0;11/01/2023;ISABELA CAPETO;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Vestuário;BRASIL;12;BRL;5000;Marca;Feminino;Liberado;C22026
33.242.710/0001-87;CARPS COM ARTIGOS DO VESTUARIO LTDA;Cliente MI;D CARPS;0;26/06/2017;D CARPS;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C13883
33.987.959/0001-11;ADAMO MODAS LTDA;Cliente MI;ADAMO MODAS;0;23/03/2023;ADAMO MODAS LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C22401
49.580.994/0001-51;LEVE COM VAREJISTA DE ROUPAS LTDA;Cliente MI;BORELLI;0;01/06/2023;BORELLI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C22777
49.581.312/0001-25;SALI COM VAREGISTA DE ROUPAS LTDA;Cliente MI;BORELLI;0;01/06/2023;BORELLI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C22776
49.507.301/0001-03;BERGAMO MODAS LTDA;Cliente MI;BORELLI;0;27/04/2023;BORELLI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;30000;;;Liberado;C22584
49.039.973/0001-23;ISABELLA KRASKOFF ZIELONOGORA;Cliente MI;ISABELLA KRASKOFF;0;13/06/2023;ISABELLA KRASKOFF ZIELONOGORA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C22829
05.405.517/0001-84;COMERCIAL PALA DUPLA LTDA;Cliente MI;PALADUPLA;0;24/05/2016;PALA DUPLA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C14700
49.801.136/0001-90;WEST TEXTIL COM VARJ DE TECIDOS;Cliente MI;CATEX;0;23/10/2023;CATEX;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;;BRASIL;12;BRL;188000;;;Liberado;C23500
49.055.042/0001-19;VSB TEXTIL LTDA;Cliente MI;CATEX;0;04/10/2023;CATEX;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;;BRASIL;12;BRL;0;;;Liberado;C23404
35.805.559/0001-73;LUIZ FELIPE S PASSOS PEIXOTO;Cliente MI;TUGUN;0;27/10/2023;TUGUN;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C23524
12.916.471/0001-23;ATELIER DOCES QUARTOS LTDA;Cliente MI;MINIMIMOS ATELIER;0;10/03/2015;MINIMIMOS ATELIER;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;50000;;;Liberado;C13319
27.818.983/0001-24;AM PURO LINHO LTDA;Cliente MI;MARINUS PURO LINHO;0;06/10/2017;MARINUS PURO LINHO;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;3000;;;Liberado;C16352
55.121.856/0001-07;COFIWEAR IND. E COM. DE ROUPAS LTDA;Cliente MI;COFIWEAR;0;03/06/2024;COFIWEAR;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C24460
08.858.354/0001-83;ANDREA E MARCELO ARMARINHO LTDA;Cliente MI;ESTEVE TULA LEANDRO;0;26/09/2024;PEDAÇO DE PANO;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C25008
59.556.715/0001-78;MODA EM PANO COM DE TEC E ACESS LTD;Cliente MI;CATEX;0;20/08/2025;CATEX;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Outros;BRASIL;12;BRL;0;Marca;Infantil;Liberado;C26307
18.485.061/0001-51;BIP COM TECIDOS ACESS VEST E CONF;Cliente MI;CATEX;0;09/10/2013;CATEX;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Varejo;BRASIL;12;BRL;188000;Varejo;Revenda de Tecido;Liberado;C11168
16.902.851/0001-60;FAROS IND COM DE ROUPAS TECIDOS LTDA;Cliente MI;FAROS;0;24/09/2013;FAROS;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;350000;Confecção PL;Masculino;Liberado;C11106
05.365.294/0001-79;ATAULFO 483 UNIFORMES LTDA;Cliente MI;BALINA;0;03/07/2015;BALINA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;40000;Confecção;Corporativo;Liberado;C13690
32.126.781/0001-51;DU LEBLON COM DE UNIF PROF LTDA;Cliente MI;BALINA;0;02/07/2015;BALINA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;40000;Confecção;Corporativo;Liberado;C13683
01.590.418/0001-69;UNIFORMES CAMPOS BALINA LTDA;Cliente MI;BALINA;0;02/07/2015;BALINA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;40000;Confecção;Corporativo;Liberado;C13681
18.899.582/0001-55;ARRECIDES COM VAREJISTA DE ROUPAS;Cliente MI;BORELLI;0;29/04/2015;BORELLI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;20000;Marca;Masculino;Liberado;C13464
19.872.312/0001-13;MH UNIFORMES PROFISSIONAIS;Cliente MI;MH UNIFORMES;0;05/12/2017;MATA HARI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;5000;Confecção;Corporativo;Liberado;C13301
20.460.529/0001-03;FAIR PLAY IND COM DE ROUPAS LTDA - M;Cliente MI;FAIR PLAY IND COM DE ROUPAS;0;06/11/2015;FAIR PLAY;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;18;BRL;10000;Confecção PL;Masculino;Liberado;C11957
21.516.516/0001-63;OCTUM COMERCIO DE ROUPS LTDA;Cliente MI;ESQUADRA COMERCIO DE ROUPAS;0;16/02/2017;ESQUADRA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;40000;Marca;Masculino;Liberado;C15461
15.237.771/0001-74;HD IND DE ROUPAS EIRELLI ME;Cliente MI;HDI;0;31/01/2017;HD IND DE ROUPAS EIRELLI ME;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Varejo;BRASIL;12;BRL;10000;Varejo;Revenda de Tecido;Liberado;C15392
12.203.677/0001-06;VILLA HOME C MOVEIS E DECOR LTDA;Cliente MI;TROIS PETIT;0;21/03/2016;VILLA HOME C MOVEIS E DECOR LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;15000;Marca;Infantil;Liberado;C14480
07.138.575/0001-14;HASE IND COM DE ROUPAS LTDA;Cliente MI;ZOROPA;0;17/12/2015;HASE IND COM DE ROUPAS LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;18;BRL;0;Confecção PL;Masculino;Liberado;C14250
18.884.733/0001-00;OCTO COM DE ROUPAS E ACESSORIOS LTDA;Cliente MI;ESQUADRA COMERCIO DE ROUPAS;0;17/11/2015;ESQUADRA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;40000;Marca;Masculino;Liberado;C14132
14.164.085/0001-58;B&C COM TEC ACESS E ART CONFEC;Cliente MI;CATEX;0;22/10/2015;CATEX;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Varejo;BRASIL;12;BRL;52000;Varejo;Revenda de Tecido;Liberado;C14028
05.053.403/0001-12;KONA WIND IND E COM LTDA EPP;Cliente MI;KAYLAND;0;14/12/2017;KAYLAND;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;60000;Marca;Masculino;Liberado;C16594
30.852.925/0001-21;FELTON MODAS LTDA;Cliente MI;FELTON MODAS LTDA;0;27/07/2017;FELTON MODAS LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Vestuário;BRASIL;12;BRL;20000;Confecção PL;Masculino;Liberado;C16017
22.112.790/0001-30;PG IDEIAS ROUPAS CRIACOES LTDA;Cliente MI;COFIWEAR;0;19/07/2017;COFIWEAR;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;20000;Marca;Feminino;Liberado;C15979
25.106.035/0001-30;TOP 319 IND E COM DE ROUPAS;Cliente MI;BERTTONI;0;31/05/2017;TOP 319 IND E COM DE ROUPAS;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Vestuário;BRASIL;12;BRL;50000;Confecção PL;Masculino;Liberado;C15795
17.290.612/0001-69;UPIA CONF E COM DE VESTUARIOS;Cliente MI;UPIÁ;0;02/07/2018;UPIA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;10000;Marca;Infantil;Liberado;C17239
29.271.878/0001-43;ANNA VIC CONFECÇOES LTDA;Cliente MI;ANNA VIC;0;24/05/2018;ANNA VIC CONFECÇOES LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Feminino;Liberado;C17122
04.806.321/0001-39;WELFAR CONF E ACESSORIOS LTDA;Cliente MI;ZUGALOO;0;20/03/2018;MELTY;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Masculino;Liberado;C16899
27.176.434/0001-01;T LAPORTI CONFECCOES DE ROUPAS LTDA;Cliente MI;LOJAS NORTON;0;30/01/2018;T LAPORTI CONFECCOES DE ROUPAS LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;20000;Marca;Masculino;Liberado;C16688
03.541.856/0001-62;LEILA M DA SILVA BENDIA BAZAR;Cliente MI;LEILA M DA SILVA BENDIA BAZAR;0;21/11/2018;LEILA M DA SILVA BENDIA BAZAR;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Varejo;BRASIL;12;BRL;0;Varejo;Revenda de Tecido;Liberado;C17688
28.283.640/0001-75;PAULO DE SOUZA GOMES 39809846720;Cliente MI;FOFILHOS ENXOVAIS;0;01/11/2018;FOFILHOS ENXOVAIS;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Infantil;Liberado;C17653
18.775.723/0001-28;D J C SILVA RELOJ E ART DO VESTUARIO;Cliente MI;LOJAS NORTON;0;05/10/2018;NORTON IMPORTADOS;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Masculino;Liberado;C17579
27.383.298/0002-01;CASAS BEBBER LTDA EPP;Cliente MI;CASAS BEBBER;0;01/10/2018;CASAS BEBBER;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;7;BRL;0;Varejo;Revenda de Tecido;Liberado;C17560
18.899.582/0002-36;ARRECIFES COM VAREJISTA DE ROUPAS;Cliente MI;BORELLI;0;01/10/2018;BORELLI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;40000;Marca;Masculino;Liberado;C17557
86.948.767/0001-62;AWL COM DE ROUPAS LTDA;Cliente MI;W LATAAM;0;27/09/2018;W LATAAM;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;10000;Marca;Masculino;Liberado;C17540
03.903.485/0001-11;GI CALLI IND REP E COMERCIO;Cliente MI;GI CALLI;0;19/09/2018;GI CALLI IND REP E COMERCIO;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Varejo;BRASIL;12;BRL;0;Varejo;Revenda de Tecido;Liberado;C17513
22.503.100/0001-73;DISTRIBUIDORA AMERICANA ARMARINHOS;Cliente MI;DISTRIBUIDORA AMERICANA;0;29/08/2018;DISTRIBUIDORA AMERICANA ARMARINHOS;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Varejo;BRASIL;7;BRL;0;Varejo;Revenda de Tecido;Liberado;C17448
26.237.490/0001-38;ZUX NOVA AMERICA COM DE ROUPAS LTDA;Cliente MI;TOREG CAMISARIA LTDA;0;14/08/2018;ZUX;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Feminino;Liberado;C17398
19.244.253/0001-39;MINI US CONFECÇÕES E VESTUÁRIO LTDA;Cliente MI;MINI US;0;01/02/2019;MINI US;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Feminino;Liberado;C17823
31.673.190/0001-31;VICTOR DA JUSTA CONF COM DE ROUPAS;Cliente MI;VICTOR DA JUSTA CONFECCAO;0;08/01/2019;VICTOR DA JUSTA CONF COM DE ROUPAS;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;10000;Marca;Masculino;Liberado;C17744
29.271.878/0002-24;ANNAVIC CONFECCOES LTDA;Cliente MI;ANNA VIC;0;29/11/2018;ANNAVIC CONFECCOES LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Vestuário;BRASIL;12;BRL;20000;Marca;Feminino;Liberado;C17708
01.171.994/0001-71;R F PIMENTEL TECIDOS;Cliente MI;RETALHAO DOS TECIDOS;0;28/11/2018;RETALHAO DOS TECIDOS;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Varejo;BRASIL;12;BRL;0;Varejo;Revenda de Tecido;Liberado;C17705
05.234.332/0001-54;TOREG CAMISARIA LTDA;Cliente MI;TOREG CAMISARIA LTDA;0;11/05/2006;TOREG CAMISARIA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Vestuário;BRASIL;12;BRL;1000000;Confecção PL + Marca Própria;Masculino;Liberado;C3069
07.063.824/0001-50;SOLANGE & SOLER CONFECÇAO BEBES E DE;Cliente MI;ATELIER SOLANGE SOLER;0;26/01/2012;ATELIER SOLANGE SOLER;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;40000;Confecção PL + Marca Própria;Infantil;Liberado;C9353
05.403.637/0001-42;ORLA SUL COMERCIO DE ROUPAS LTDA;Cliente MI;BORELLI;0;11/03/2010;BORELLI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;60000;Marca;Masculino;Liberado;C7011
02.305.600/0001-93;RINCAVE IND E COM DE ROUPAS LTDA;Cliente MI;RINCAVE IND E COMERCI DE ROUPAS LTDA;0;25/04/2006;SNIPE BY ROSALEM;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;100000;Confecção PL + Marca Própria;Infantil;Bloqueado;C3038
27.807.498/0001-55;CEK IND E CONFECCAO LTDA;Cliente MI;METAL CARBONO;0;23/08/2018;METAL CARBONO;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;40000;Marca;Masculino;Liberado;C17429
23.976.788/0001-71;SAKURA CONF COM VET ACES DECORAÇÃO;Cliente MI;SAKURA CONFECCOES;0;18/04/2017;NUMERO DEZ;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;10000;Marca;Feminino;Liberado;C15676
24.180.963/0001-82;JJ VESTUARIO INFANTIL LTDA EPP;Cliente MI;JJ VESTUARIO INFANTIL LTDA EPP;0;31/03/2016;JOANA JOAO;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;40000;Marca;Infantil;Liberado;C14509
03.305.115/0001-82;PRIMEIRO ENXOVAL CONFECÇOES LTDA;Cliente MI;PRIMEIRO ENXOVAL CONFECCOES;0;26/11/2015;PRIMEIRO ENXOVAL CONFECCOES LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;5000;Marca;Infantil;Liberado;C14161
19.316.833/0001-94;LCB CONFECÇOES LTDA;Cliente MI;LUIDGI SPECCIALE;0;19/11/2015;LUIDGI SPECCIALE;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Vestuário;BRASIL;12;BRL;400000;Marca;Masculino;Liberado;C14139
13.116.163/0001-86;ATMOSFERA ARTEFATOS DE COURO EIRELI;Cliente MI;KILTY BAG CONFECCOES DE COURO;0;25/11/2015;ATMOSFERA ARTEFATOS DE COURO EIRELI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;10000;Confecção PL;Masculino;Liberado;C8828
30.010.383/0001-40;TECIDOS SÃO JANUÁRIO LTDA;Cliente MI;TECIDOS SAO JANUARIO LTDA;0;22/10/2002;CASA DO LINHO;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Varejo;BRASIL;12;BRL;40000;Varejo;Revenda de Tecido;Liberado;C8460
01.980.126/0001-32;SPLENDIDA CONFECÇOES LTDA;Cliente MI;SPLENDIDA CONFECCOES LTDA;0;17/04/2014;SPLENDIDA CONFECCOES LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Confecção PL;Feminino;Liberado;C7431
31.887.159/0001-01;LA ROSA COM VAR DE ROUPAS LTDA;Cliente MI;BORELLI;0;28/03/2019;BORELLI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C17986
07.681.643/0001-97;TUSSOR CONFECCOES LTDA;Cliente MI;CUECAS DUOMO;0;13/03/2019;CUECAS DUOMO;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Varejo;BRASIL;12;BRL;750000;Confecção PL;Masculino;Bloqueado;C17947
00.152.627/0001-68;ORNAMENTAL UNIF PROF LTDA;Cliente MI;BALINA;0;03/07/2015;ORNAMENTAL;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;10000;Confecção;Corporativo;Liberado;C13689
20.330.821/0001-01;MARIBEL J A B BARRETO MEI;Cliente MI;MARIBEL BARRETO;0;18/04/2019;ZUM TECIDO DE CERA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C18058
00.765.866/0001-93;PRIORI CONFECCOES LTDA;Cliente MI;PRIORI CONFECCOES;0;21/05/2014;PRIORI CONFECCOES LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C11738
28.772.495/0001-96;NELSON BERNARDI JUNIOR;Cliente MI;NELSON BERNARDI JUNIOR;0;15/04/2019;NELSON BERNARDI JUNIOR;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;18;BRL;0;;;Liberado;C18049
08.574.530/0001-55;ZOOM CONSULTORIA NEGOCIOS LTDA;Cliente MI;ZOOM;0;13/05/2016;ZOOM CONSULTORIA NEGOCIOS LTDA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Ativo;Varejo;BRASIL;12;BRL;0;Empresa;Corporativo;Liberado;C6331
08.856.075/0002-61;MINASGLOBAL IND COM ARTEFATOS TEXTEI;Cliente MI;MINAS GLOBAL;0;28/04/2015;MARKEN FASSI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;18;BRL;40000;;;Liberado;C13460
20.316.667/0001-05;M.D.S. PRODUTOS TEXTEIS LTDA - EPP;Cliente MI;MINAS GLOBAL;0;22/04/2015;MARKEN FASSI;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;18;BRL;40000;;;Liberado;C13437
13.233.737/0001-04;GUAÍRA DE M. T. DE MIRANDA - ME;Cliente MI;GUAIRA DE MIRANDA TELLES DE MIRANDA;0;20/07/2017;CAFÉ E COSTURA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C12232
10.958.036/0001-36;KAYLAND RIO IND COMERCIO LTDA;Cliente MI;KAYLAND;0;24/03/2014;KAYLAND;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;100000;;;Liberado;C11603
00.459.962/0001-03;IOLANDA FERREIRA DA SILVA;Cliente MI;FREE BABY;0;20/02/2013;FREE BABY;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;;BRASIL;18;BRL;40000;;;Liberado;C10589
12.932.464/0001-15;QUADRILATERO COMERCIO DE ROUPAS LTDA;Cliente MI;ESQUADRA COMERCIO DE ROUPAS;0;23/01/2013;ESQUADRA;ZOOM CONSULTORIA & NEGÓCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;15000;;;Liberado;C10491
